highlightID, color, start, length, end, author, quirkID, quirkTitle, sourceID, sourceTitle, questionID, quote,"Title","Year","Journal","Article Nr","Authors",
216,#996633,1942,385,2327,"Danie Smit",24,"Methods",3,"03_ Saghafi A., Wand Y., Parsons J.",1," paper examines the potential utility of instancebased data through two laboratory experiments – the first focusing on exploration of data for pattern discovery (open-ended tasks) and the second on retrieval of information (closed-ended tasks). In both cases, participants were able to achieve better results in tasks using instancebased data than using class-based representations. Gi","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
217,#0000ff,2328,252,2580,"Danie Smit",47,"Self Service",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"en the growing need for self-service analytics, as well as using information for purposes not anticipated when it was collected, we show that instance-based representations can be an effective way to satisfy the emerging needs of information users.

AR","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
218,#800080,2874,196,3070,"Danie Smit",27,"Competitive advantage",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"anies are increasing their efforts to use data analy­ tics to make better decisions and improve “competitive­ ness, efficiency, insight, and profitability” (Zikopoulos  Eaton, 2011, p. xviii). Cur","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
219,#800080,2874,196,3070,"Danie Smit",16,"Insight",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"anies are increasing their efforts to use data analy­ tics to make better decisions and improve “competitive­ ness, efficiency, insight, and profitability” (Zikopoulos  Eaton, 2011, p. xviii). Cur","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
220,#0000ff,3072,293,3365,"Danie Smit",48,"Algorithms",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"nt approaches to data analy­ tics rely heavily on mathematical models and computerbased algorithms (Zikopoulos  Eaton, 2011). However, these cannot eliminate the need for human users in exploring domains where the data requirements and analysis tasks are not well defined (Munzner, 2014). Even","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
221,#d9168b,3072,293,3365,"Danie Smit",10,"People",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"nt approaches to data analy­ tics rely heavily on mathematical models and computerbased algorithms (Zikopoulos  Eaton, 2011). However, these cannot eliminate the need for human users in exploring domains where the data requirements and analysis tasks are not well defined (Munzner, 2014). Even","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
222,#d9168b,3367,178,3545,"Danie Smit",10,"People",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"n machine learning, keeping human users in the loop can lead to superior solutions (Cassidy et al., 2018), particularly at the decision-making level (Gillies et al., 2016). In ad","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
223,#2081e1,3367,178,3545,"Danie Smit",49,"Machine Learning",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"n machine learning, keeping human users in the loop can lead to superior solutions (Cassidy et al., 2018), particularly at the decision-making level (Gillies et al., 2016). In ad","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
224,#d9168b,3546,356,3902,"Danie Smit",10,"People",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"ition, the ubiquity of data in organisational (as well as personal) decisions has given rise to the multidisciplinary field of Human-Data Interaction (HDI), which puts humans at the centre of data flows in business systems (Mortier et al., 2020). Hence, human involve­ ment in making sense of data is of paramount impor­ tance (Thomas  Cook, 2006). The gro","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
225,#0000ff,3902,267,4169,"Danie Smit",47,"Self Service",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"wing trend of “self-service” Business Intelligence (BI) phenomenon, defined as enabling business users “to become more selfreliant and less dependent on the IT organization” (Imhoff  White, 2011, p. 5) by making tools easier to use, is a manifestation of HDI.
There i","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
227,#e120e1,4170,377,4547,"Danie Smit",29,"Skills",3,"03_ Saghafi A., Wand Y., Parsons J.",1," also a shortage of talent for data science and analyst jobs (Miller  Hughes, 2017), which could inhibit realising the full potential of big data, especially considering that skills can only be developed with

significant time and effort (Miller  Hughes, 2017). Self-service analytics for business users is one step in enabling firms to cope with the talent shortage.
To study ","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
228,#0000ff,4170,377,4547,"Danie Smit",47,"Self Service",3,"03_ Saghafi A., Wand Y., Parsons J.",1," also a shortage of talent for data science and analyst jobs (Miller  Hughes, 2017), which could inhibit realising the full potential of big data, especially considering that skills can only be developed with

significant time and effort (Miller  Hughes, 2017). Self-service analytics for business users is one step in enabling firms to cope with the talent shortage.
To study ","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
229,#0000ff,6544,392,6936,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"based representation, we mean that data are modelled or represented visually as individuals bundled with their attributes and are not pre-classified into tables (Parsons  Wand, 2000). Such instance-based representations have been argued to be more amenable to using data in ways other than those anticipated when the data were collected (Lukyanenko, Parsons, Samuel et al., 2019a). Using an i","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
230,#0000ff,6938,498,7436,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"tance-based representation, classification can be done on demand, depending on the purpose for which the data are being used. A baseline for comparison is the class-based data model, in which data are modelled or represented in terms of predetermined classes and instances are viewed only through the lens of classes. The class-based approach is the predominant data mod­ elling approach and is exemplified by the EntityRelationship and relational data models (Elmasri  Navathe, 2011). We argue tha","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
231,#2600e1,7437,174,7611,"Danie Smit",28,"Data",3,"03_ Saghafi A., Wand Y., Parsons J.",1," users who have access to instance-based data will make sense of the data through their own mental models and will be more effective in reasoning about the data. Note that ou","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
232,#0000ff,7437,174,7611,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1," users who have access to instance-based data will make sense of the data through their own mental models and will be more effective in reasoning about the data. Note that ou","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
233,#2600e1,8464,201,8665,"Danie Smit",28,"Data",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"hat the focus of our study is on the representation of data as used by a human, regard­ less of how it is stored in the database management system2 (whether relational or instance-based).
To best of ou","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
234,#0000ff,8464,201,8665,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"hat the focus of our study is on the representation of data as used by a human, regard­ less of how it is stored in the database management system2 (whether relational or instance-based).
To best of ou","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
235,#d9168b,8464,201,8665,"Danie Smit",10,"People",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"hat the focus of our study is on the representation of data as used by a human, regard­ less of how it is stored in the database management system2 (whether relational or instance-based).
To best of ou","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
236,#996633,9066,875,9941,"Danie Smit",24,"Methods",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"scribing the theoretical foundations of our study in terms of content consumers' cognitive pro­ cesses of interacting with instance-based data. We then present our proposed approach for representing such data. We continue by describing the design of two inde­ pendent experiments – with different sample pools – comparing an instance-based data representation with a traditional class-based (relational) representation. The first experiment focuses on content consumers' ability to

explore a large dataset and identify patterns in it. The second experiment studies the correctness of query­ ing steps in closed-ended tasks. The two experiments show that instance-based data can lead to better perfor­ mance and understanding of phenomena. We conclude by discussing the implications of our work as well as its limitations, and opportunities for future research.
2. Theoretica","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
237,#996633,9968,562,10530,"Danie Smit",23,"Theories",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"t content consumers exploring data repre­ sented as instance-based or non-classified entities (based on the attributes of these entities) will be able to construct their own mental frameworks of concepts or schemas con gruent with their prior knowledge. As a result, they will perform better than those provided with data organised into predefined classes (for specific applications). Our work is informed by the categorisation literature, as well as research on the impact of decision-making heuristics on human decisions (Browne  Parsons, 2012).
From a categor","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
238,#996633,10531,501,11032,"Danie Smit",23,"Theories",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"sation perspective, our predictions are rooted in Cognitive Schema Theory (CST) (Derry, 1996). CST posits that humans form mental models to under­ stand the phenomena they observe. According to CST, each encountered concept is modelled as an object (or a building block) in working memory. When humans solve problems, they connect, reorganise, and map these active memory objects onto components of real-world phenomena based on their previously learned schemas (i.e., prior knowledge). We argue that ","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
239,#996633,11954,527,12481,"Danie Smit",23,"Theories",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"sion-making, we utilise Tversky and Kahneman (1974) work on heuristics in decision-making and judgement. Heuristics are “cognitive shortcuts, or rules of thumb, that allow people to act and decide” (Browne  Parsons, 2012, p. 1006). Specifically, we view classification schemes as heuristics that help users under­ stand a specific view of data and serve as a starting point in the process of solving a problem. These starting points serve as anchors that can lead to cognitive biases (Tversky  Kahneman, 1974). Parsons and Saun","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
240,#20ffff,13693,999,14692,"Danie Smit",50,"Classification",3,"03_ Saghafi A., Wand Y., Parsons J.",1," a fundamental cognitive process in wh ich humans comprehend phenomena by grouping them based on similarity (Lakoff, 1987). Classes reflect a repeat ing pattern of attributes and indicate that relationships might exist between the attributes (Parsons  Wand, 2008a). Thus, classes represent similarity of phenomena and make it possible to infer additional attributes of inst ances (Parsons  Wand, 2008a). By enabling inferences, classes provide utility (Parsons  Wand, 2000, p. 238). From this perspective, classification structure is not inher ent in the real world but is a human activity that provides useful abstractions of similarities among things that sup­ port reasoning and action. Consequently, rather than rely ing on a database designer to construct the “correct” classi fication structure, content consumers should have the option to create their required classes on demand, as there might be many ways of classifying a given set of inst ances (Parsons  Wand, 2000).
Using instance-based","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
241,#0000ff,15658,417,16075,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1," of instance-based data is compli­ ant with NoSQL standards where there is no fixed struc­ ture in representation of data; in other words, a nonrelational database (Hills, 2016). Van Gils (2020) describes NoSQL as a modern development where struc­ turing the data a priori is forgone, and instead users interpret the data once they query them, which is also inline with instance-based principles.
Instance-based data ","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
242,#0000ff,16076,1232,17308,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"an be represented using the Resource Description Framework (RDF). RDF provides a way to describe the relationship between information resources in the form of triples: subjects that have proper­ ties with certain values (Klyne  Carroll, 2006). RDF syntax reflects a simple graph-based data model (Klyne  Carroll, 2006). We use a similar approach to represent instance-based data. The instance-based model treats an instance as a symbol designating the perceived existence of “a material object, action, event, or any other phenom­ enon” (Parsons  Wand, 2008b, p. 842). We talk about instances in terms of their properties, which constitute statements about instance characteristics (Parsons  Wand, 2008b). Properties can belong to an instance alone (intrinsic properties) or be shared between two or more instances (mutual properties). To model informa­ tion in a manner consistent with instance-based princip les,3 we use a representation in which an instance in the domain is represented as a node. Intrinsic properties are grouped together and depicted on top of the node object. If two instances share one or more mutual properties, they are connected by arcs labelled with the mutual properties' names.
This representation does","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
243,#2600e1,19079,136,19215,"Danie Smit",28,"Data",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"pose is one way of viewing instances and their properties. However, it need not reflect how the data is stored.
Provided the user has so","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
244,#0000ff,19079,136,19215,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"pose is one way of viewing instances and their properties. However, it need not reflect how the data is stored.
Provided the user has so","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
245,#0000ff,19410,247,19657,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"based on the properties of instances: knowing some properties can be enough to infer a relevant class (depending on the task). If an instance is a living thing with feathers and wings, it can be inferred that it is a bird.5 Second, inferences can ","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
246,#0000ff,19659,547,20206,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1," made based on the relation­ ships between instances. Considering the location of an instance with respect to a connecting link (origin or end), users can make inferences regarding the instance, assum­ ing they have some common-sense classification of the domain. For example, if we have a directed link labelled “Employs”, from a node with name property of “Sarah”

to a node with name property of “John”, the instance that has the “Employs” link emanating from it (i.e., Sarah) is the employer, and “John” is the employee. Finally, a user can ma","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
247,#0000ff,20218,203,20421,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"s based on the properties of an instance and the links connected to it. Knowing that an instance has an outgoing link titled “Employs” might be enough to identify it as employer. One can then distin­ gui","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
248,#0000ff,62065,235,62300,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"ed data, Cognitive Schema Theory (Derry, 1996) predicts that when the problem schema is compliant with the men­ tal schema of prior knowledge, users' ability to assim­ ilate information improves. A concern could be raised that instance","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
249,#0000ff,66201,203,66404,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"periment demonstrated that users of instance-based data repre­ sentations achieved better performance in retrieval of information compared with class-based users.
8. Implications and summary
8.1. Theoret","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
250,#0000ff,68843,510,69353,"Danie Smit",46,"Data instances",3,"03_ Saghafi A., Wand Y., Parsons J.",1,"y that is not afforded by traditional data representation methods. Alth ough there are many important use cases for classified data (e.g., transaction processing applications), for envir­ onments with new and emerging data analysis needs, or data sources that are going to be used for a variety of purp oses (some of which cannot be anticipated in advance), using instance-based data can be advantageous. More over, our focus is on representation of data, not storage. Within the scope of data presentation, ho","Skipping class: improving human-driven data exploration and querying through instances","2021","European journal of information systems","03","Saghafi A.,Want Y.,Parsons J.",
251,#0000ff,1819,149,1968,"Danie Smit",48,"Algorithms",5,"05_Müller O., Junglas I, vom Brocke J., Debortoli S.",1,"broad terms, we understand BDA as the statistical modelling of large, diverse, and dynamic data sets of usergenerated content and digital traces. BDA","Utilizing big data analytics for information systems research: challenges, promises and guidelines","2016","European journal of information systems","05","",
252,#2600e1,1819,149,1968,"Danie Smit",28,"Data",5,"05_Müller O., Junglas I, vom Brocke J., Debortoli S.",1,"broad terms, we understand BDA as the statistical modelling of large, diverse, and dynamic data sets of usergenerated content and digital traces. BDA","Utilizing big data analytics for information systems research: challenges, promises and guidelines","2016","European journal of information systems","05","",
253,#80207f,1819,149,1968,"Danie Smit",51,"Big data analytics",5,"05_Müller O., Junglas I, vom Brocke J., Debortoli S.",1,"broad terms, we understand BDA as the statistical modelling of large, diverse, and dynamic data sets of usergenerated content and digital traces. BDA","Utilizing big data analytics for information systems research: challenges, promises and guidelines","2016","European journal of information systems","05","",
